,0,1,2
3110,Barack Obama,"""I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.""",Half-True
3111,John McCain,"On the economic troubles of 2008, ""really the match that lit this fire was Fannie Mae and Freddie Mac.""",Half-True
3112,John McCain,"""The Democrats in the Senate and some members of Congress defended what Fannie and Freddie were doing. They resisted any change.""",Half-True
3113,John McCain,"Obama ""voted for ... $3-million for an overhead projector at a planetarium in Chicago.""",Half-True
3114,John McCain,"""(Bill) Ayers and Obama ran a radical education foundation together.""",Pants on Fire!
3115, National Right to Life Committee,"Barack Obama voted against ""born alive"" legislation in Illinois that was ""virtually identical to the federal law.""",True
3116, BornAliveTruth.org,Barack Obama opposed a bill that would have saved Gianna Jessen's life.,False
3117,Barack Obama,"John McCain accused Barack Obama ""of letting infants die.""",False
3118,Barack Obama,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",True
3119,John McCain,"""I want to give every American a $5,000 refundable tax credit.""",Half-True
3120,John McCain,"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",Mostly True
3121,John McCain,"Barack Obama's plan calls for ""mandates and fines for small businesses.""",False
3122,Barack Obama,"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",Mostly True
3123,Barack Obama,"""Two years ago...I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke, and told them [subprime lending] is something we have to deal with.""",True
3124,Barack Obama,"""Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.""",True
3125,John McCain,"""1.3-million people in America make their living off eBay.""",False
3126,John McCain,"""Senator Obama has voted 94 times to either increase your taxes or against tax cuts.""",False
3127,Barack Obama,"""Oil companies ...currently have 68-million acres that they're not using.""",False
3128,John McCain,"""I have disagreed strongly with the Bush administration on this issue"" of global warming.",True
3129,Barack Obama,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,Mostly True
3130,Joe Biden,"""John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.""",True
3131,Sarah Palin,"""Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.""",Mostly True
3132,Barack Obama,"John McCain's health care plan ""leaves you on your own to pay McCains health insurance tax.""",Mostly False
3133,Sarah Palin,"""As mayor, every year I was in office I did reduce taxes.""",Half-True
3134,Sarah Palin,"""We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.""",False
3135,Sarah Palin,"""You had supported John McCain's military strategies pretty adamantly until this race.""",Mostly False
3136,Joe Biden,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",Mostly False
3137,Sarah Palin,"""You ... said that Barack Obama was not ready to be commander in chief.""",True
3138,Joe Biden,"John McCain said ""he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now.""",Mostly False
3139,Sarah Palin,"""Barack Obama ... 96 percent of his votes have been solely along party line.""",True
3140,Joe Biden,"""John McCain said...in December he was surprised there was a subprime mortgage problem.""",Mostly True
3141,Sarah Palin,"Barack Obama's health care plan is ""to mandate health care coverage and have a universal government-run program.""",Mostly False
3142, Defenders of Wildlife Action Fund,"Palin supports ""aerial hunting of wolves and other wildlife.""",True
3143, Republican National Committee,"""Under Barack Obama's plan, the government would spend $1-trillion more.""",Half-True
3144, Defenders of Wildlife Action Fund,"""Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.""",True
3145,John McCain,"""Obama, Biden and their liberal allies oppose clean coal.""",False
3146, Planned Parenthood,"Says McCain ""voted to let governments charge rape victims"" for forensic exams.",Pants on Fire!
3147,John McCain,"""John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms.""",Half-True
3148,Barack Obama,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",True
3149,Barack Obama,"""There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.""",Half-True
3150,Barack Obama,"""My plan offers three times as much tax relief to the middle class as Senator McCain's.""",Half-True
3151,Barack Obama,"Barack Obama ""pays for every dime"" of his spending plans.",Mostly False
3152,Barack Obama,"John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""",Half-True
3153,Barack Obama,"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""",Mostly True
3154,Barack Obama,"Henry Kissinger ""said that we should meet with Iran  guess what  without precondition.""",Half-True
3155,John McCain,"""The average South Korean is3 inches taller than the average North Korean, a huge gulag.""",True
3156,Barack Obama,"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",Half-True
3157,John McCain,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",Mostly False
3158,John McCain,"""You know, we spent $3-million to study the DNA of bears in Montana.""",Mostly True
3159,John McCain,"""He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that hes been in the United States Senate.""",Mostly True
3160,John McCain,"""President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.""",False
3161,John McCain,"House Republicans ""weren't part of the negotiations"" on the Wall Street bailout plan.",Mostly False
3162,John McCain,"""Senator Obama has the most liberal voting record in the United States Senate.""",Mostly False
3163,Barack Obama,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks.",True
3164,Barack Obama,"""I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.""",Mostly False
3165,Sarah Palin,"""If an Iranian woman shows too much hair in public, she risks being beaten or killed.""",False
3166,Barack Obama,"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore.""",Mostly True
3167,Barack Obama,"McCain ""has opposed stem cell research.""",False
3168,Barack Obama,"""Grateful insurance company executives and their lobbyists"" from Bermuda gave McCain $50,000.",True
3169,John McCain,"""Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' """,Mostly False
